created_at,full_text,location,mentions,tokens,stemmed_tokens,clean_text
Tue Sep 17 10:53:50 +0000 2024,Beda tipis dg si fufufafa,Ngayogjokarto...,"['@DianaAurora96', '@lolina_321lagi', '@HanifahAndini96', '@WongKEDU_', '@__RismaWidiono_', '@aan_muba', '@DS_yantie', '@EllyKoro', '@GM_Warrios', '@ilmi_roudhotul', '@JhonSitorus_18', '@KasrulSani89012', '@NalarPolitik_', '@NgkongRoses', '@dcristnugroho', '@Gus_Arifin']","['Beda', 'tipis', 'dg', 'si', 'fufufafa']","['beda', 'tipis', 'dg', 'si', 'fufufafa']",beda tipis dg si fufufafa
Tue Sep 17 10:53:49 +0000 2024,Klo kau punya otak coba jelaskan kok bisa ada pertanyaan kembar ttg gunting steak dari Fufufafa amp Chillipari,,"['@bengkeldodo', '@SaifuddinSay', '@mas_veel', '@andrewenas', '@AndreasSolusi', '@Dahnilanzar', '@bang_aim600', '@PrayudhaRangga', '@gtobing2903', '@romoatheist', '@AlmaghribiS', '@CakKhum']","['Klo', 'kau', 'otak', 'coba', 'kembar', 'ttg', 'gunting', 'steak', 'Fufufafa', 'amp', 'Chillipari']","['klo', 'kau', 'otak', 'coba', 'kembar', 'ttg', 'gunting', 'steak', 'fufufafa', 'amp', 'chillipari']",klo kau otak coba kembar ttg gunting steak fufufafa amp chillipari
Tue Sep 17 10:53:39 +0000 2024,Itukan nurut lho aza saya rasa,Barabai / kal sel,['@fufu__fafa'],"['Itukan', 'nurut', 'lho', 'aza']","['itu', 'nurut', 'lho', 'aza']",itu nurut lho aza
Tue Sep 17 10:53:28 +0000 2024,Asal jangan keambil jatahnya pasukan berani mati aja la,INDONESIA🇲🇨,['@xlinee_id'],"['keambil', 'jatahnya', 'pasukan', 'berani', 'mati', 'aja', 'la']","['ambil', 'jatah', 'pasu', 'berani', 'mati', 'aja', 'la']",ambil jatah pasu berani mati aja la
Tue Sep 17 10:53:15 +0000 2024,Kader PKS amp BUZZER BABI nya Mulyono Di briefing utk adu domba amp meramaikan narasi ini agar bisa Nutupi kasus Fufufafa amp Jepri,,['@ekagumilars'],"['Kader', 'PKS', 'amp', 'BUZZER', 'BABI', 'nya', 'Mulyono', 'briefing', 'utk', 'adu', 'domba', 'amp', 'meramaikan', 'narasi', 'Nutupi', 'Fufufafa', 'amp', 'Jepri']","['kader', 'pks', 'amp', 'buzzer', 'babi', 'nya', 'mulyono', 'briefing', 'utk', 'adu', 'domba', 'amp', 'ramai', 'narasi', 'nutupi', 'fufufafa', 'amp', 'jepri']",kader pks amp buzzer babi nya mulyono briefing utk adu domba amp ramai narasi nutupi fufufafa amp jepri
Tue Sep 17 10:53:08 +0000 2024,Dasar Ndeso Gak ngerti arti nebeng ta sekolah jauh sama aja kek fufufafa ontjes,,"['@tempodotco', '@kaesangp']","['Dasar', 'Ndeso', 'Gak', 'ngerti', 'arti', 'nebeng', 'ta', 'sekolah', 'aja', 'kek', 'fufufafa', 'ontjes']","['dasar', 'ndeso', 'gak', 'ngerti', 'arti', 'nebeng', 'ta', 'sekolah', 'aja', 'kek', 'fufufafa', 'ontjes']",dasar ndeso gak ngerti arti nebeng ta sekolah aja kek fufufafa ontjes
Tue Sep 17 10:53:03 +0000 2024,HRS ayo smua ganyang fufu fafa Ganyang fufu fafa YES dah jauh sblumnya pun Ikut dukung PKS usung klrga dinasti NO,Indonesia,"['@MarjukiFoto', '@gatse8']","['HRS', 'ayo', 'smua', 'ganyang', 'fufu', 'fafa', 'Ganyang', 'fufu', 'fafa', 'YES', 'dah', 'sblumnya', 'dukung', 'PKS', 'usung', 'klrga', 'dinasti', 'NO']","['hrs', 'ayo', 'smua', 'ganyang', 'fufu', 'fafa', 'ganyang', 'fufu', 'fafa', 'yes', 'dah', 'sblumnya', 'dukung', 'pks', 'usung', 'klrga', 'dinasti', 'no']",hrs ayo smua ganyang fufu fafa ganyang fufu fafa yes dah sblumnya dukung pks usung klrga dinasti no
Tue Sep 17 10:53:00 +0000 2024,GSM maksudnya Gram per meter kain Gramasi kan yah Suruh banyak baca dan liat google aja sebelom ngomong ya Wapres nya Apalagi ngurusin makan siang Rakyat Indonesia sebanyak jt Emang perusahaan cateringnya sanggup itu atau Fufufafa,Jakarta Capital Region,['@Chilipari'],"['GSM', 'maksudnya', 'Gram', 'meter', 'kain', 'Gramasi', 'yah', 'Suruh', 'baca', 'liat', 'google', 'aja', 'sebelom', 'ngomong', 'ya', 'Wapres', 'nya', 'ngurusin', 'makan', 'siang', 'Rakyat', 'Indonesia', 'jt', 'Emang', 'perusahaan', 'cateringnya', 'sanggup', 'Fufufafa']","['gsm', 'maksud', 'gram', 'meter', 'kain', 'gramasi', 'yah', 'suruh', 'baca', 'liat', 'google', 'aja', 'bom', 'ngomong', 'ya', 'wapres', 'nya', 'ngurusin', 'makan', 'siang', 'rakyat', 'indonesia', 'jt', 'emang', 'usaha', 'cateringnya', 'sanggup', 'fufufafa']",gsm maksud gram meter kain gramasi yah suruh baca liat google aja bom ngomong ya wapres nya ngurusin makan siang rakyat indonesia jt emang usaha cateringnya sanggup fufufafa
Tue Sep 17 10:52:57 +0000 2024,Parahh sih ini si fufufafa aka Gibran Rakabuming Raka,Purwokerto - Central Java - ID,['@denismalhotra'],"['Parahh', 'sih', 'si', 'fufufafa', 'aka', 'Gibran', 'Rakabuming', 'Raka']","['parahh', 'sih', 'si', 'fufufafa', 'aka', 'gibran', 'rakabuming', 'raka']",parahh sih si fufufafa aka gibran rakabuming raka
Tue Sep 17 10:52:52 +0000 2024,Kalo baca tweet yang berbau kaesng atau fufufafa rasanya sel telomerku lgsg rusak mute kali ya,Indonesia,[],"['Kalo', 'baca', 'tweet', 'berbau', 'kaesng', 'fufufafa', 'sel', 'telomerku', 'lgsg', 'rusak', 'mute', 'kali', 'ya']","['kalo', 'baca', 'tweet', 'bau', 'kaesng', 'fufufafa', 'sel', 'telomerku', 'lgsg', 'rusak', 'mute', 'kali', 'ya']",kalo baca tweet bau kaesng fufufafa sel telomerku lgsg rusak mute kali ya
Tue Sep 17 10:52:48 +0000 2024,Dejek anjing ketemu dibandung bunuh yuk,"Johor, Malaysia",['@MafiaWasit'],"['Dejek', 'anjing', 'ketemu', 'dibandung', 'bunuh', 'yuk']","['dejek', 'anjing', 'ketemu', 'bandung', 'bunuh', 'yuk']",dejek anjing ketemu bandung bunuh yuk
Tue Sep 17 10:52:41 +0000 2024,tbtb ada mutual yg jadi buzzer fufufafa,JKT,[],"['tbtb', 'mutual', 'yg', 'buzzer', 'fufufafa']","['tbtb', 'mutual', 'yg', 'buzzer', 'fufufafa']",tbtb mutual yg buzzer fufufafa
Tue Sep 17 10:52:34 +0000 2024,Tenaang gaes yang punya truk temen gueee fufufafa,,[],"['Tenaang', 'gaes', 'truk', 'temen', 'gueee', 'fufufafa']","['tenaang', 'gaes', 'truk', 'temen', 'gueee', 'fufufafa']",tenaang gaes truk temen gueee fufufafa
Tue Sep 17 10:52:32 +0000 2024,Dari wajahnya ruwet banget kek banyak pikiran mas Fufufafa ini,Bangkalan ~ Manchester United,['@Rexthatch'],"['wajahnya', 'ruwet', 'banget', 'kek', 'pikiran', 'mas', 'Fufufafa']","['wajah', 'ruwet', 'banget', 'kek', 'pikir', 'mas', 'fufufafa']",wajah ruwet banget kek pikir mas fufufafa
Tue Sep 17 10:52:13 +0000 2024,Sebenernya ini pertanyaan ga berbobot sama kayak masa depan fufufafa,,['@jek___'],"['Sebenernya', 'ga', 'berbobot', 'kayak', 'fufufafa']","['sebenernya', 'ga', 'bobot', 'kayak', 'fufufafa']",sebenernya ga bobot kayak fufufafa
Tue Sep 17 10:50:09 +0000 2024,penjilat tolol pak katax rela jiwa dan raganya demi bangsa Indonesia padahal fufufafa in udah menghina seluruh bangsa Indonesia udah menghina calon presiden dan bapakx udah membiarkan anakx dan mantux korupsi keadilan harus di tegakkan FufufafaHarusDiADili,,"['@bengkeldodo', '@prabowo']","['penjilat', 'tolol', 'katax', 'rela', 'jiwa', 'raganya', 'bangsa', 'Indonesia', 'fufufafa', 'in', 'udah', 'menghina', 'bangsa', 'Indonesia', 'udah', 'menghina', 'calon', 'presiden', 'bapakx', 'udah', 'membiarkan', 'anakx', 'mantux', 'korupsi', 'keadilan', 'tegakkan', 'FufufafaHarusDiADili']","['jilat', 'tolol', 'katax', 'rela', 'jiwa', 'raga', 'bangsa', 'indonesia', 'fufufafa', 'in', 'udah', 'hina', 'bangsa', 'indonesia', 'udah', 'hina', 'calon', 'presiden', 'bapakx', 'udah', 'biar', 'anakx', 'mantux', 'korupsi', 'adil', 'tegak', 'fufufafaharusdiadili']",jilat tolol katax rela jiwa raga bangsa indonesia fufufafa in udah hina bangsa indonesia udah hina calon presiden bapakx udah biar anakx mantux korupsi adil tegak fufufafaharusdiadili
Tue Sep 17 10:50:09 +0000 2024,FUFUFAFA kok kayak binatang Check out parfum gagahs video TikTok,Bintaro Jaya,[],"['FUFUFAFA', 'kayak', 'binatang', 'Check', 'out', 'parfum', 'gagahs', 'video', 'TikTok']","['fufufafa', 'kayak', 'binatang', 'check', 'out', 'parfum', 'gagahs', 'video', 'tiktok']",fufufafa kayak binatang check out parfum gagahs video tiktok
Tue Sep 17 10:50:04 +0000 2024,Mending tobat deh lu fufufafa,,[],"['Mending', 'tobat', 'deh', 'lu', 'fufufafa']","['mending', 'tobat', 'deh', 'lu', 'fufufafa']",mending tobat deh lu fufufafa
Tue Sep 17 10:49:48 +0000 2024,menkominfo akan segera ungkap pemilik akun FUFUFAFA Kominfo Judol stopjudol,,[],"['menkominfo', 'pemilik', 'akun', 'FUFUFAFA', 'Kominfo', 'Judol', 'stopjudol']","['menkominfo', 'milik', 'akun', 'fufufafa', 'kominfo', 'judol', 'stopjudol']",menkominfo milik akun fufufafa kominfo judol stopjudol
Tue Sep 17 10:49:38 +0000 2024,HRS sindir PKS agr sadar diri eh malah dianggap seolah HRS merestui jd pengusung klrg dinastiTp ogah Ganyang fufu fafaKena sandra sih Trus triak pelintirdompleng Tuh dngr HRS jgn serang pks restui dong pks usung klrg dinasti Goublok n tolol gakMrsa bnar mulu,Indonesia,"['@MarjukiFoto', '@gatse8']","['HRS', 'sindir', 'PKS', 'agr', 'sadar', 'eh', 'dianggap', 'HRS', 'merestui', 'jd', 'pengusung', 'klrg', 'dinastiTp', 'ogah', 'Ganyang', 'fufu', 'fafaKena', 'sandra', 'sih', 'Trus', 'triak', 'pelintirdompleng', 'Tuh', 'dngr', 'HRS', 'jgn', 'serang', 'pks', 'restui', 'pks', 'usung', 'klrg', 'dinasti', 'Goublok', 'n', 'tolol', 'gakMrsa', 'bnar', 'mulu']","['hrs', 'sindir', 'pks', 'agr', 'sadar', 'eh', 'anggap', 'hrs', 'restu', 'jd', 'usung', 'klrg', 'dinastitp', 'ogah', 'ganyang', 'fufu', 'fafakena', 'sandra', 'sih', 'trus', 'triak', 'pelintirdompleng', 'tuh', 'dngr', 'hrs', 'jgn', 'serang', 'pks', 'restu', 'pks', 'usung', 'klrg', 'dinasti', 'goublok', 'n', 'tolol', 'gakmrsa', 'bnar', 'mulu']",hrs sindir pks agr sadar eh anggap hrs restu jd usung klrg dinastitp ogah ganyang fufu fafakena sandra sih trus triak pelintirdompleng tuh dngr hrs jgn serang pks restu pks usung klrg dinasti goublok n tolol gakmrsa bnar mulu
Tue Sep 17 10:49:37 +0000 2024,menkominfo akan segera ungkap pemilik akun FUFUFAFA Kominfo Judol stopjudol,,[],"['menkominfo', 'pemilik', 'akun', 'FUFUFAFA', 'Kominfo', 'Judol', 'stopjudol']","['menkominfo', 'milik', 'akun', 'fufufafa', 'kominfo', 'judol', 'stopjudol']",menkominfo milik akun fufufafa kominfo judol stopjudol
Tue Sep 17 10:49:34 +0000 2024,Seruan nya bersatu untuk ganyang fufufafa bukan bersatu di pemilu kaum mun,,"['@Reza_M67M', '@Piyusaja2']","['Seruan', 'nya', 'bersatu', 'ganyang', 'fufufafa', 'bersatu', 'pemilu', 'kaum', 'mun']","['seru', 'nya', 'satu', 'ganyang', 'fufufafa', 'satu', 'milu', 'kaum', 'mun']",seru nya satu ganyang fufufafa satu milu kaum mun
Tue Sep 17 10:49:21 +0000 2024,ap karena mereka maklumi bahwa yg dikatakan fufufafa itu benar,,['@msaid_didu'],"['ap', 'maklumi', 'yg', 'fufufafa']","['ap', 'maklum', 'yg', 'fufufafa']",ap maklum yg fufufafa
Tue Sep 17 10:49:17 +0000 2024,Kalau pendukung PKS nyerang Fufufafa berarti sama aja dong nyerang wapres pilihan PKS Secara kita sedikit tau bahwa orang mengasumsikan fufufafa itu wapres akan datang,Nanggroe Aceh Darussalam,"['@al_khalid212', '@republikaonline']","['pendukung', 'PKS', 'nyerang', 'Fufufafa', 'aja', 'nyerang', 'wapres', 'pilihan', 'PKS', 'tau', 'orang', 'mengasumsikan', 'fufufafa', 'wapres']","['dukung', 'pks', 'nyerang', 'fufufafa', 'aja', 'nyerang', 'wapres', 'pilih', 'pks', 'tau', 'orang', 'asumsi', 'fufufafa', 'wapres']",dukung pks nyerang fufufafa aja nyerang wapres pilih pks tau orang asumsi fufufafa wapres
Tue Sep 17 10:49:16 +0000 2024,Orang ini lucu HBRS minta utk ganyang fufufafa tapi justru yg terus diganyang orang ini adalah yg nyerang fufufafa Selamat bermukidi,,[],"['Orang', 'lucu', 'HBRS', 'utk', 'ganyang', 'fufufafa', 'yg', 'diganyang', 'orang', 'yg', 'nyerang', 'fufufafa', 'Selamat', 'bermukidi']","['orang', 'lucu', 'hbrs', 'utk', 'ganyang', 'fufufafa', 'yg', 'ganyang', 'orang', 'yg', 'nyerang', 'fufufafa', 'selamat', 'bermukidi']",orang lucu hbrs utk ganyang fufufafa yg ganyang orang yg nyerang fufufafa selamat bermukidi
Tue Sep 17 10:48:56 +0000 2024,jutanya juga gak mungkin dikasih,,['@BosRiyan'],"['jutanya', 'gak', 'dikasih']","['juta', 'gak', 'kasih']",juta gak kasih
Tue Sep 17 10:48:49 +0000 2024,Aah kirain udah tahu fufufafa siapa,,['@PartaiSocmed'],"['Aah', 'kirain', 'udah', 'fufufafa']","['aah', 'kirain', 'udah', 'fufufafa']",aah kirain udah fufufafa
Tue Sep 17 10:48:45 +0000 2024,Lahkalo nyerang anak abah jd boleh gitu Padahal itu kritikan ke pks krn cintanya pd pks Kalo fufufafa yg jelas menghina pks malah disuruh jgn ghibahin dan dianggap saudara juga Yaa sudahlah,Di hatimu,"['@Capitalisborju', '@ekagumilars']","['Lahkalo', 'nyerang', 'anak', 'abah', 'jd', 'gitu', 'kritikan', 'pks', 'krn', 'cintanya', 'pd', 'pks', 'Kalo', 'fufufafa', 'yg', 'menghina', 'pks', 'disuruh', 'jgn', 'ghibahin', 'dianggap', 'saudara', 'Yaa']","['lahkalo', 'nyerang', 'anak', 'abah', 'jd', 'gitu', 'kritik', 'pks', 'krn', 'cinta', 'pd', 'pks', 'kalo', 'fufufafa', 'yg', 'hina', 'pks', 'suruh', 'jgn', 'ghibahin', 'anggap', 'saudara', 'yaa']",lahkalo nyerang anak abah jd gitu kritik pks krn cinta pd pks kalo fufufafa yg hina pks suruh jgn ghibahin anggap saudara yaa
Tue Sep 17 10:41:19 +0000 2024,GorenggorengJet Pribadi Fufu fafa Hasilnya Nihil Sekarang goreng orang yg tidak bersalah yg ingin berbakti untuk tanah leluhurnya para pemain sepakbola Diaspora yg belum fasih berbahasa Indonesia,Di mana-mana hatiku senang,[],"['GorenggorengJet', 'Pribadi', 'Fufu', 'fafa', 'Hasilnya', 'Nihil', 'goreng', 'orang', 'yg', 'bersalah', 'yg', 'berbakti', 'tanah', 'leluhurnya', 'pemain', 'sepakbola', 'Diaspora', 'yg', 'fasih', 'berbahasa', 'Indonesia']","['gorenggorengjet', 'pribadi', 'fufu', 'fafa', 'hasil', 'nihil', 'goreng', 'orang', 'yg', 'salah', 'yg', 'bakti', 'tanah', 'leluhur', 'main', 'sepakbola', 'diaspora', 'yg', 'fasih', 'bahasa', 'indonesia']",gorenggorengjet pribadi fufu fafa hasil nihil goreng orang yg salah yg bakti tanah leluhur main sepakbola diaspora yg fasih bahasa indonesia
Tue Sep 17 10:41:07 +0000 2024,Sudah dapat jatah menteri menyembah fufufafa gak papa,,['@geloraco'],"['jatah', 'menteri', 'menyembah', 'fufufafa', 'gak', 'papa']","['jatah', 'menteri', 'sembah', 'fufufafa', 'gak', 'papa']",jatah menteri sembah fufufafa gak papa
Tue Sep 17 10:40:47 +0000 2024,Akun Fufufafa Manuver Politik untuk Memecah Belah PrabowoGibran,,[],"['Akun', 'Fufufafa', 'Manuver', 'Politik', 'Memecah', 'Belah', 'PrabowoGibran']","['akun', 'fufufafa', 'manuver', 'politik', 'pecah', 'belah', 'prabowogibran']",akun fufufafa manuver politik pecah belah prabowogibran
Tue Sep 17 10:40:40 +0000 2024,Klo ikut HRS harus berani ganyang fufufafa Berani,Bogor,['@gatse8'],"['Klo', 'HRS', 'berani', 'ganyang', 'fufufafa', 'Berani']","['klo', 'hrs', 'berani', 'ganyang', 'fufufafa', 'berani']",klo hrs berani ganyang fufufafa berani
Tue Sep 17 10:40:36 +0000 2024,pemilik akun fufufafa rusak moral tak beradab bapak ibunya gak bisa didik sama sekali rusak bener itu keluarga fufufafa,,['@AndrewsTjan'],"['pemilik', 'akun', 'fufufafa', 'rusak', 'moral', 'beradab', 'ibunya', 'gak', 'didik', 'rusak', 'bener', 'keluarga', 'fufufafa']","['milik', 'akun', 'fufufafa', 'rusak', 'moral', 'adab', 'ibu', 'gak', 'didik', 'rusak', 'bener', 'keluarga', 'fufufafa']",milik akun fufufafa rusak moral adab ibu gak didik rusak bener keluarga fufufafa
Tue Sep 17 10:40:25 +0000 2024,Banyak yang mulai pada stress ternyata garagara fenomena fufufafa Video lama pun dipost kembali dengan narasi Fufufafa Gak diajak Entah tujuannya buat apa Lucunya Banyak yang percaya amp kegocek termasuk beberapa follower si aku juga Benci boleh goblok jangan,0 Kilometer Sudut Hati,[],"['stress', 'garagara', 'fenomena', 'fufufafa', 'Video', 'dipost', 'narasi', 'Fufufafa', 'Gak', 'diajak', 'tujuannya', 'Lucunya', 'percaya', 'amp', 'kegocek', 'follower', 'si', 'Benci', 'goblok']","['stress', 'garagara', 'fenomena', 'fufufafa', 'video', 'dipost', 'narasi', 'fufufafa', 'gak', 'ajak', 'tuju', 'lucu', 'percaya', 'amp', 'gocek', 'follower', 'si', 'benci', 'goblok']",stress garagara fenomena fufufafa video dipost narasi fufufafa gak ajak tuju lucu percaya amp gocek follower si benci goblok
Tue Sep 17 10:40:11 +0000 2024,thn kedepan udah di booking sama fafanya fufufafa,,"['@dapitnih', '@PKSejahtera']","['thn', 'kedepan', 'udah', 'booking', 'fafanya', 'fufufafa']","['thn', 'depan', 'udah', 'booking', 'fafa', 'fufufafa']",thn depan udah booking fafa fufufafa
Tue Sep 17 10:39:41 +0000 2024,otak fufufafa yo ngene iki,,['@Heraloebss'],"['otak', 'fufufafa', 'yo', 'ngene', 'iki']","['otak', 'fufufafa', 'yo', 'ngene', 'iki']",otak fufufafa yo ngene iki
Tue Sep 17 10:39:14 +0000 2024,Kata anggota DPR yang satu ini tersirat fufufafa bisa diterima dengan catatan Kasihan pak Prabowo tahun kedepan harus memikul beban mental karena pendamping beliau tak lebih merupakan sosok batu sandungan Maaf,,['@habiburokhman'],"['anggota', 'DPR', 'tersirat', 'fufufafa', 'diterima', 'catatan', 'Kasihan', 'Prabowo', 'kedepan', 'memikul', 'beban', 'mental', 'pendamping', 'beliau', 'sosok', 'batu', 'sandungan', 'Maaf']","['anggota', 'dpr', 'sirat', 'fufufafa', 'terima', 'catat', 'kasihan', 'prabowo', 'depan', 'pikul', 'beban', 'mental', 'damping', 'beliau', 'sosok', 'batu', 'sandungan', 'maaf']",anggota dpr sirat fufufafa terima catat kasihan prabowo depan pikul beban mental damping beliau sosok batu sandungan maaf
Tue Sep 17 10:39:10 +0000 2024,BADRUN Gagal turunkan Pres Jokowi pasca keok Pilpres Maret halalkan segala cara IKN Mangkrak US Rp rb bau ketek private jet ambil alih Partai Bison fufufafa dll,"Jakarta Capital Region, Indone","['@AdianNapitupul1', '@GunRomli', '@H4l1mun_D1n61n', '@hadehate16', '@matjanmi', '@Stef_Rud']","['BADRUN', 'Gagal', 'turunkan', 'Pres', 'Jokowi', 'pasca', 'keok', 'Pilpres', 'Maret', 'halalkan', 'IKN', 'Mangkrak', 'US', 'Rp', 'rb', 'bau', 'ketek', 'private', 'jet', 'ambil', 'alih', 'Partai', 'Bison', 'fufufafa', 'dll']","['badrun', 'gagal', 'turun', 'pres', 'jokowi', 'pasca', 'keok', 'pilpres', 'maret', 'halal', 'ikn', 'mangkrak', 'us', 'rp', 'rb', 'bau', 'ketek', 'private', 'jet', 'ambil', 'alih', 'partai', 'bison', 'fufufafa', 'dll']",badrun gagal turun pres jokowi pasca keok pilpres maret halal ikn mangkrak us rp rb bau ketek private jet ambil alih partai bison fufufafa dll
Tue Sep 17 10:39:08 +0000 2024,Ajakan HRS itu BERSATU UNTUK MENYERANG FUFUFAFA Apakah gerombolan elo mengikuti nasehat IBHRS Klo orak tuh di bawajangan di tinggalin di toilet kek tisu,,['@andywindarto'],"['Ajakan', 'HRS', 'BERSATU', 'MENYERANG', 'FUFUFAFA', 'gerombolan', 'elo', 'mengikuti', 'nasehat', 'IBHRS', 'Klo', 'orak', 'tuh', 'bawajangan', 'tinggalin', 'toilet', 'kek', 'tisu']","['aja', 'hrs', 'satu', 'serang', 'fufufafa', 'gerombol', 'elo', 'ikut', 'nasehat', 'ibhrs', 'klo', 'orak', 'tuh', 'bawajangan', 'tinggalin', 'toilet', 'kek', 'tisu']",aja hrs satu serang fufufafa gerombol elo ikut nasehat ibhrs klo orak tuh bawajangan tinggalin toilet kek tisu
Tue Sep 17 10:39:01 +0000 2024,Muka jelek kata fufufafa,Indonesia,['@habiburokhman'],"['Muka', 'jelek', 'fufufafa']","['muka', 'jelek', 'fufufafa']",muka jelek fufufafa
Tue Sep 17 10:38:46 +0000 2024,fufufafa saja aman kok,,['@ragilnugroho1'],"['fufufafa', 'aman']","['fufufafa', 'aman']",fufufafa aman
Tue Sep 17 10:38:41 +0000 2024,Kalau sj bukan gbrn yg ngetweet udah pasti dilaporin si tukang lapor baperan Btw tumben tweet nya fufufafa ini bukan fitnah,"Denpasar Selatan, Indonesia",[],"['sj', 'gbrn', 'yg', 'ngetweet', 'udah', 'dilaporin', 'si', 'tukang', 'lapor', 'baperan', 'Btw', 'tumben', 'tweet', 'nya', 'fufufafa', 'fitnah']","['sj', 'gbrn', 'yg', 'ngetweet', 'udah', 'dilaporin', 'si', 'tukang', 'lapor', 'baperan', 'btw', 'tumben', 'tweet', 'nya', 'fufufafa', 'fitnah']",sj gbrn yg ngetweet udah dilaporin si tukang lapor baperan btw tumben tweet nya fufufafa fitnah
Tue Sep 17 10:38:41 +0000 2024,LAWAN DINASYI FUFUFAFA,,"['@pakmul63', '@PKSejahtera', '@FPKSDPRRI']","['LAWAN', 'DINASYI', 'FUFUFAFA']","['lawan', 'dinasyi', 'fufufafa']",lawan dinasyi fufufafa
Tue Sep 17 10:38:38 +0000 2024,mual anj bayangin fufufafa with vibrator Huek,hmpbc dni || multiship ,['@tobiordal'],"['mual', 'anj', 'bayangin', 'fufufafa', 'with', 'vibrator', 'Huek']","['mual', 'anj', 'bayangin', 'fufufafa', 'with', 'vibrator', 'huek']",mual anj bayangin fufufafa with vibrator huek
Tue Sep 17 10:38:30 +0000 2024,Punya fufufafa,"Surakarta, Jawa Tengah",['@ohmydull'],['fufufafa'],['fufufafa'],fufufafa
Tue Sep 17 10:38:13 +0000 2024,Baca Pasal revisi UU KPK disebutkan bahwa tulisan cetak miring Komisi Pemberantasa Korupsi adalah lembaga negara dlm rumpun kekuasaan eksekutif Artinya dibawah kekuasaan Persiden Doooong pooraaa Benerlah otakmu seserver dgn FUFUFAFA,Arus Bawah,"['@SokaJati', '@AzamFiqri1', '@CebyReborn', '@Dennysiregar7', '@islah_bahrawi', '@MARQUEZ__93', '@PaltiWest2024']","['Baca', 'Pasal', 'revisi', 'UU', 'KPK', 'tulisan', 'cetak', 'miring', 'Komisi', 'Pemberantasa', 'Korupsi', 'lembaga', 'negara', 'dlm', 'rumpun', 'kekuasaan', 'eksekutif', 'dibawah', 'kekuasaan', 'Persiden', 'Doooong', 'pooraaa', 'Benerlah', 'otakmu', 'seserver', 'dgn', 'FUFUFAFA']","['baca', 'pasal', 'revisi', 'uu', 'kpk', 'tulis', 'cetak', 'miring', 'komisi', 'pemberantasa', 'korupsi', 'lembaga', 'negara', 'dlm', 'rumpun', 'kuasa', 'eksekutif', 'bawah', 'kuasa', 'persiden', 'doooong', 'pooraaa', 'benerlah', 'otak', 'seserver', 'dgn', 'fufufafa']",baca pasal revisi uu kpk tulis cetak miring komisi pemberantasa korupsi lembaga negara dlm rumpun kuasa eksekutif bawah kuasa persiden doooong pooraaa benerlah otak seserver dgn fufufafa
Tue Sep 17 10:37:54 +0000 2024,Berarti nunggu dilantik baru balas dendam ke fufufafa Mantap,,"['@bengkeldodo', '@FlaAgung']","['nunggu', 'dilantik', 'balas', 'dendam', 'fufufafa', 'Mantap']","['nunggu', 'lantik', 'balas', 'dendam', 'fufufafa', 'mantap']",nunggu lantik balas dendam fufufafa mantap
Tue Sep 17 10:37:40 +0000 2024,Jd pernyataan fufufafa yg nyindir pak prabowo valid atau gk Itu aja coba jawab dlu,,"['@HaramAsoy', '@JhonSitorus_18']","['Jd', 'pernyataan', 'fufufafa', 'yg', 'nyindir', 'prabowo', 'valid', 'gk', 'aja', 'coba', 'dlu']","['jd', 'nyata', 'fufufafa', 'yg', 'nyindir', 'prabowo', 'valid', 'gk', 'aja', 'coba', 'dlu']",jd nyata fufufafa yg nyindir prabowo valid gk aja coba dlu
Tue Sep 17 10:06:35 +0000 2024,Gak ngurusin tapi orangorang yang dihina ama fufufafa apa gak marah dan ngelaporin ke penegak hukum,"Jakarta Barat, DKI Jakarta",['@VIVAcoid'],"['Gak', 'ngurusin', 'orangorang', 'dihina', 'ama', 'fufufafa', 'gak', 'marah', 'ngelaporin', 'penegak', 'hukum']","['gak', 'ngurusin', 'orangorang', 'hina', 'ama', 'fufufafa', 'gak', 'marah', 'ngelaporin', 'tegak', 'hukum']",gak ngurusin orangorang hina ama fufufafa gak marah ngelaporin tegak hukum
